row_id,SKU_A,SKU_B,raw_r,growth_r,pair,quadrant
305,3m6001PR,AN16-650T9,-0.0199,0.0316,3m6001PR vs AN16-650T9,Weak
306,3m6001PR,AN23-201T9,0.2972,-0.0725,3m6001PR vs AN23-201T9,Weak
307,3m6001PR,AN37-175T10,0.422,0.0349,3m6001PR vs AN37-175T10,Weak
308,3m6001PR,AN48-129T10,-0.0704,0.2726,3m6001PR vs AN48-129T10,Weak
309,3m6001PR,AN48-129T7,-0.0691,0.1898,3m6001PR vs AN48-129T7,Weak
310,3m6001PR,AN48-129T8,-0.0719,-0.1106,3m6001PR vs AN48-129T8,Weak
311,3m6001PR,AN48-129T9,-0.071,0.3107,3m6001PR vs AN48-129T9,Weak
312,3m6001PR,CR2310AF,0.8046,0.1318,3m6001PR vs CR2310AF,Spurious (trend only)
313,3m6001PR,CRST1130,-0.0203,0.0907,3m6001PR vs CRST1130,Weak
314,3m6001PR,DUNB127SXL,0.2751,-0.0633,3m6001PR vs DUNB127SXL,Weak
315,3m6001PR,GIA2005B,0.1418,0.0438,3m6001PR vs GIA2005B,Weak
316,3m6001PR,JYG37510,0.0624,0.1984,3m6001PR vs JYG37510,Weak
317,3m6001PR,JYR-1521M,0.4184,0.2462,3m6001PR vs JYR-1521M,Weak
318,3m6001PR,JYR-2004AM,-0.0804,0.158,3m6001PR vs JYR-2004AM,Weak
319,3m6001PR,JYR-2004AZ,0.1881,0.1061,3m6001PR vs JYR-2004AZ,Weak
320,3m6001PR,JYR-2004B,0.0864,-0.1992,3m6001PR vs JYR-2004B,Weak
321,3m6001PR,JYR-2004N,-0.0266,-0.1402,3m6001PR vs JYR-2004N,Weak
322,3m6001PR,JYR-2004R,0.0211,-0.3138,3m6001PR vs JYR-2004R,Weak
323,3m6001PR,ME6632L,-0.0684,0.0912,3m6001PR vs ME6632L,Weak
324,3m6001PR,ME6632M,-0.0649,0.0382,3m6001PR vs ME6632M,Weak
325,3m6001PR,ME6632XL,-0.0617,-0.0702,3m6001PR vs ME6632XL,Weak
326,3m6001PR,ME9683L,0.1842,0.0889,3m6001PR vs ME9683L,Weak
327,3m6001PR,ME9683M,0.1957,0.0549,3m6001PR vs ME9683M,Weak
328,3m6001PR,ME9683S,-0.0532,-0.0226,3m6001PR vs ME9683S,Weak
329,3m6001PR,MESX200LH,0.1312,0.1288,3m6001PR vs MESX200LH,Weak
330,3m6001PR,MESX9378KCTV,0.0537,0.2753,3m6001PR vs MESX9378KCTV,Weak
331,3m6001PR,MESX9667L,0.1111,0.2266,3m6001PR vs MESX9667L,Weak
332,3m6001PR,MOM2700,0.2246,0.1061,3m6001PR vs MOM2700,Weak
333,3m6001PR,MRSR-1060NJTL,0.5824,0.1011,3m6001PR vs MRSR-1060NJTL,Weak
334,3m6001PR,PIP33-BLK125BPL,-0.076,0.1036,3m6001PR vs PIP33-BLK125BPL,Weak
335,3m6001PR,PIP33-BLK125BPM,-0.0713,0.005,3m6001PR vs PIP33-BLK125BPM,Weak
336,3m6001PR,PIP33-BLK125BPS,-0.0729,-0.0074,3m6001PR vs PIP33-BLK125BPS,Weak
337,3m6001PR,PIP33-BLK125BPXS,-0.0628,0.0183,3m6001PR vs PIP33-BLK125BPXS,Weak
338,3m6001PR,PIP42-874,0.3022,0.1052,3m6001PR vs PIP42-874,Weak
339,3m6001PR,PMKN95B,0.3372,0.0634,3m6001PR vs PMKN95B,Weak
340,3m6001PR,RA99705,-0.072,0.1399,3m6001PR vs RA99705,Weak
341,3m6001PR,SACFCB02,0.413,0.1651,3m6001PR vs SACFCB02,Weak
342,3m6001PR,SFGG805PFL,0.5301,0.1433,3m6001PR vs SFGG805PFL,Weak
343,3m6001PR,SFPUG09VMT,0.2614,0.216,3m6001PR vs SFPUG09VMT,Weak
344,3m6001PR,SFPUG111VMT,0.1711,0.177,3m6001PR vs SFPUG111VMT,Weak
345,3m6001PR,SFPUG611VMT,0.1763,0.2553,3m6001PR vs SFPUG611VMT,Weak
346,3m6001PR,SFT601,0.4106,0.4601,3m6001PR vs SFT601,Weak
347,3m6001PR,SPS3960HS,0.1494,0.1796,3m6001PR vs SPS3960HS,Weak
348,3m6001PR,SPS700HS,0.3044,0.4888,3m6001PR vs SPS700HS,Weak
349,3m6001PR,SRCRC12,-0.2689,-0.3459,3m6001PR vs SRCRC12,Weak
350,3m6001PR,SRCRCL,0.2259,-0.1757,3m6001PR vs SRCRCL,Weak
351,3m6001PR,SRESM60V,0.0987,0.4593,3m6001PR vs SRESM60V,Weak
352,3m6001PR,SRMAM,0.0586,0.0976,3m6001PR vs SRMAM,Weak
353,3m6001PR,SRPEC60X90TY,0.3399,0.1992,3m6001PR vs SRPEC60X90TY,Weak
354,3m6001PR,SRPM60X90,0.6703,0.4201,3m6001PR vs SRPM60X90,Weak
355,3m6001PR,UVS4040,-0.0838,-0.1072,3m6001PR vs UVS4040,Weak
356,3m6001PR,UVSVP400,0.3772,0.0902,3m6001PR vs UVSVP400,Weak
357,3m6001PR,UVSVP401,-0.0434,-0.0152,3m6001PR vs UVSVP401,Weak
358,3m6001PR,XAGRPCFCGIS,-0.0366,0.0612,3m6001PR vs XAGRPCFCGIS,Weak
359,3m6001PR,XAPERC,0.1713,0.3652,3m6001PR vs XAPERC,Weak
360,3m6001PR,XAPOKGIS,-0.09,-0.0927,3m6001PR vs XAPOKGIS,Weak
361,3m6001PR,XESB60R,0.0275,-0.021,3m6001PR vs XESB60R,Weak
362,3m6001PR,XGNRON,-0.0352,-0.1799,3m6001PR vs XGNRON,Weak
363,3m6001PR,XS3M501,0.382,0.2532,3m6001PR vs XS3M501,Weak
364,3m6001PR,XS3M5N11,0.3838,0.2367,3m6001PR vs XS3M5N11,Weak
365,3m6001PR,XS3M6003-TY,-0.0059,0.0926,3m6001PR vs XS3M6003-TY,Weak
366,3m6001PR,XS3M6004TY,0.2452,0.0433,3m6001PR vs XS3M6004TY,Weak
367,3m6001PR,XS3M7093TY,0.2542,0.2115,3m6001PR vs XS3M7093TY,Weak
368,3m6001PR,XS3M7502TY,0.1395,0.1164,3m6001PR vs XS3M7502TY,Weak
369,3m6001PR,XSAE82509TY,0.2155,0.0665,3m6001PR vs XSAE82509TY,Weak
370,3m6001PR,XSAE82701,0.3581,0.1769,3m6001PR vs XSAE82701,Weak
371,AE82501,AN11-250,0.286,0.4571,AE82501 vs AN11-250,Weak
372,AE82501,AN11840-10,0.1014,-0.1507,AE82501 vs AN11840-10,Weak
373,AE82501,AN11840-7,0.1526,-0.1127,AE82501 vs AN11840-7,Weak
374,AE82501,AN11840-8,0.1837,-0.1075,AE82501 vs AN11840-8,Weak
375,AE82501,AN11840-9,0.164,-0.1084,AE82501 vs AN11840-9,Weak
376,AE82501,AN16-650T9,0.4446,-0.0573,AE82501 vs AN16-650T9,Weak
377,AE82501,AN23-201T9,-0.2681,-0.1378,AE82501 vs AN23-201T9,Weak
378,AE82501,AN37-175T10,0.4513,0.2856,AE82501 vs AN37-175T10,Weak
379,AE82501,AN48-129T10,0.1453,-0.1243,AE82501 vs AN48-129T10,Weak
380,AE82501,AN48-129T7,0.198,0.0813,AE82501 vs AN48-129T7,Weak
381,AE82501,AN48-129T8,0.1931,-0.019,AE82501 vs AN48-129T8,Weak
382,AE82501,AN48-129T9,0.1949,0.0385,AE82501 vs AN48-129T9,Weak
383,AE82501,CR2310AF,0.0658,0.3373,AE82501 vs CR2310AF,Weak
384,AE82501,CRST1130,0.5753,0.2912,AE82501 vs CRST1130,Weak
385,AE82501,DUNB127SXL,0.0692,0.2441,AE82501 vs DUNB127SXL,Weak
386,AE82501,GIA2005B,-0.099,0.5379,AE82501 vs GIA2005B,Weak
387,AE82501,JYG37510,-0.2046,0.4535,AE82501 vs JYG37510,Weak
388,AE82501,JYR-1521M,0.3571,0.8251,AE82501 vs JYR-1521M,Hidden (only in growth)
389,AE82501,JYR-2004AM,-0.3576,0.0814,AE82501 vs JYR-2004AM,Weak
390,AE82501,JYR-2004AZ,0.3929,0.6667,AE82501 vs JYR-2004AZ,Weak
391,AE82501,JYR-2004B,-0.0226,0.3003,AE82501 vs JYR-2004B,Weak
392,AE82501,JYR-2004N,0.0319,0.6807,AE82501 vs JYR-2004N,Weak
393,AE82501,JYR-2004R,-0.1875,-0.183,AE82501 vs JYR-2004R,Weak
394,AE82501,ME6632L,0.3086,0.1469,AE82501 vs ME6632L,Weak
395,AE82501,ME6632M,0.3341,0.2352,AE82501 vs ME6632M,Weak
396,AE82501,ME6632XL,0.3526,0.1739,AE82501 vs ME6632XL,Weak
397,AE82501,ME9683L,0.4539,0.3953,AE82501 vs ME9683L,Weak
398,AE82501,ME9683M,0.5578,0.412,AE82501 vs ME9683M,Weak
399,AE82501,ME9683S,0.4258,0.2203,AE82501 vs ME9683S,Weak
400,AE82501,MESX200LH,0.4282,0.4898,AE82501 vs MESX200LH,Weak
401,AE82501,MESX9378KCTV,0.2109,0.1321,AE82501 vs MESX9378KCTV,Weak
402,AE82501,MESX9667L,-0.0317,0.3827,AE82501 vs MESX9667L,Weak
403,AE82501,MOM2700,0.2935,0.529,AE82501 vs MOM2700,Weak
404,AE82501,MRSR-1060NJTL,0.1668,0.7231,AE82501 vs MRSR-1060NJTL,Weak
405,AE82501,PIP33-BLK125BPL,0.2497,0.2992,AE82501 vs PIP33-BLK125BPL,Weak
406,AE82501,PIP33-BLK125BPM,0.2963,0.249,AE82501 vs PIP33-BLK125BPM,Weak
407,AE82501,PIP33-BLK125BPS,0.3174,0.1583,AE82501 vs PIP33-BLK125BPS,Weak
408,AE82501,PIP33-BLK125BPXS,0.3224,-0.0511,AE82501 vs PIP33-BLK125BPXS,Weak
409,AE82501,PIP42-874,0.2891,0.1702,AE82501 vs PIP42-874,Weak
410,AE82501,PMKN95B,0.4713,0.6806,AE82501 vs PMKN95B,Weak
411,AE82501,RA99705,0.2029,-0.0093,AE82501 vs RA99705,Weak
412,AE82501,SACFCB02,0.3407,0.647,AE82501 vs SACFCB02,Weak
413,AE82501,SFGG805PFL,0.2387,0.9487,AE82501 vs SFGG805PFL,Hidden (only in growth)
414,AE82501,SFPUG09VMT,0.1277,0.6085,AE82501 vs SFPUG09VMT,Weak
415,AE82501,SFPUG111VMT,0.1437,0.5916,AE82501 vs SFPUG111VMT,Weak
416,AE82501,SFPUG611VMT,0.4542,0.6822,AE82501 vs SFPUG611VMT,Weak
417,AE82501,SFT601,-0.248,0.3444,AE82501 vs SFT601,Weak
418,AE82501,SPS3960HS,-0.0007,-0.107,AE82501 vs SPS3960HS,Weak
419,AE82501,SPS700HS,0.3001,0.4558,AE82501 vs SPS700HS,Weak
420,AE82501,SRCRC12,-0.1396,-0.253,AE82501 vs SRCRC12,Weak
421,AE82501,SRCRCL,-0.0565,0.0454,AE82501 vs SRCRCL,Weak
422,AE82501,SRESM60V,0.665,0.1437,AE82501 vs SRESM60V,Weak
423,AE82501,SRMAM,0.1763,0.4572,AE82501 vs SRMAM,Weak
424,AE82501,SRPEC60X90TY,0.4047,0.637,AE82501 vs SRPEC60X90TY,Weak
425,AE82501,SRPM60X90,0.3975,0.5308,AE82501 vs SRPM60X90,Weak
426,AE82501,UVS4040,0.3141,0.1662,AE82501 vs UVS4040,Weak
427,AE82501,UVSVP400,0.1045,0.4924,AE82501 vs UVSVP400,Weak
428,AE82501,UVSVP401,0.4887,0.2587,AE82501 vs UVSVP401,Weak
429,AE82501,XAGRPCFCGIS,0.2819,0.8005,AE82501 vs XAGRPCFCGIS,Hidden (only in growth)
430,AE82501,XAPERC,0.1287,0.2313,AE82501 vs XAPERC,Weak
431,AE82501,XAPOKGIS,0.1164,0.1154,AE82501 vs XAPOKGIS,Weak
432,AE82501,XESB60R,0.3227,0.3268,AE82501 vs XESB60R,Weak
433,AE82501,XGNRON,-0.2894,-0.2107,AE82501 vs XGNRON,Weak
434,AE82501,XS3M501,0.0264,-0.0178,AE82501 vs XS3M501,Weak
435,AE82501,XS3M5N11,0.3133,0.428,AE82501 vs XS3M5N11,Weak
436,AE82501,XS3M6003-TY,0.5806,0.3615,AE82501 vs XS3M6003-TY,Weak
437,AE82501,XS3M6004TY,0.0114,0.2109,AE82501 vs XS3M6004TY,Weak
438,AE82501,XS3M7093TY,0.6136,0.3205,AE82501 vs XS3M7093TY,Weak
439,AE82501,XS3M7502TY,0.6877,0.4732,AE82501 vs XS3M7502TY,Weak
440,AE82501,XSAE82509TY,0.3451,0.3731,AE82501 vs XSAE82509TY,Weak
441,AE82501,XSAE82701,0.3622,0.5624,AE82501 vs XSAE82701,Weak
442,AN11-250,AN11840-10,0.602,0.0801,AN11-250 vs AN11840-10,Weak
443,AN11-250,AN11840-7,0.8215,0.0022,AN11-250 vs AN11840-7,Spurious (trend only)
444,AN11-250,AN11840-8,0.8865,0.0039,AN11-250 vs AN11840-8,Spurious (trend only)
445,AN11-250,AN11840-9,0.8813,0.0281,AN11-250 vs AN11840-9,Spurious (trend only)
446,AN11-250,AN16-650T9,0.501,-0.0268,AN11-250 vs AN16-650T9,Weak
447,AN11-250,AN23-201T9,-0.4658,-0.9886,AN11-250 vs AN23-201T9,Weak
448,AN11-250,AN37-175T10,0.3183,0.5727,AN11-250 vs AN37-175T10,Weak
449,AN11-250,AN48-129T10,0.8426,-0.0321,AN11-250 vs AN48-129T10,Spurious (trend only)
450,AN11-250,AN48-129T7,0.869,0.02,AN11-250 vs AN48-129T7,Spurious (trend only)
451,AN11-250,AN48-129T8,0.9253,-0.0696,AN11-250 vs AN48-129T8,Spurious (trend only)
452,AN11-250,AN48-129T9,0.912,0.1246,AN11-250 vs AN48-129T9,Spurious (trend only)
453,AN11-250,CR2310AF,-0.0763,0.2654,AN11-250 vs CR2310AF,Weak
454,AN11-250,CRST1130,0.6857,0.494,AN11-250 vs CRST1130,Weak
455,AN11-250,DUNB127SXL,-0.2905,0.4795,AN11-250 vs DUNB127SXL,Weak
456,AN11-250,GIA2005B,-0.2655,0.3214,AN11-250 vs GIA2005B,Weak
457,AN11-250,JYG37510,-0.3927,0.6287,AN11-250 vs JYG37510,Weak
458,AN11-250,JYR-1521M,0.4854,0.5051,AN11-250 vs JYR-1521M,Weak
459,AN11-250,JYR-2004AM,-0.4487,-0.0729,AN11-250 vs JYR-2004AM,Weak
460,AN11-250,JYR-2004AZ,0.2114,0.5313,AN11-250 vs JYR-2004AZ,Weak
461,AN11-250,JYR-2004B,-0.1812,0.0382,AN11-250 vs JYR-2004B,Weak
462,AN11-250,JYR-2004N,0.3943,0.6701,AN11-250 vs JYR-2004N,Weak
463,AN11-250,JYR-2004R,-0.1995,0.4734,AN11-250 vs JYR-2004R,Weak
464,AN11-250,ME6632L,0.9222,0.5129,AN11-250 vs ME6632L,Spurious (trend only)
465,AN11-250,ME6632M,0.92,0.4126,AN11-250 vs ME6632M,Spurious (trend only)
466,AN11-250,ME6632XL,0.9027,0.5571,AN11-250 vs ME6632XL,Spurious (trend only)
467,AN11-250,ME9683L,0.7462,0.5767,AN11-250 vs ME9683L,Weak
468,AN11-250,ME9683M,0.7293,0.6107,AN11-250 vs ME9683M,Weak
469,AN11-250,ME9683S,0.7342,0.5045,AN11-250 vs ME9683S,Weak
470,AN11-250,MESX200LH,0.5415,0.6327,AN11-250 vs MESX200LH,Weak
471,AN11-250,MESX9378KCTV,0.6981,-0.0464,AN11-250 vs MESX9378KCTV,Weak
472,AN11-250,MESX9667L,-0.2305,0.5385,AN11-250 vs MESX9667L,Weak
473,AN11-250,MOM2700,0.504,0.5875,AN11-250 vs MOM2700,Weak
474,AN11-250,MRSR-1060NJTL,0.1247,0.4293,AN11-250 vs MRSR-1060NJTL,Weak
475,AN11-250,PIP33-BLK125BPL,0.9483,0.703,AN11-250 vs PIP33-BLK125BPL,Spurious (trend only)
476,AN11-250,PIP33-BLK125BPM,0.949,0.633,AN11-250 vs PIP33-BLK125BPM,Spurious (trend only)
477,AN11-250,PIP33-BLK125BPS,0.9228,0.4763,AN11-250 vs PIP33-BLK125BPS,Spurious (trend only)
478,AN11-250,PIP33-BLK125BPXS,0.8396,0.086,AN11-250 vs PIP33-BLK125BPXS,Spurious (trend only)
479,AN11-250,PIP42-874,0.135,0.5307,AN11-250 vs PIP42-874,Weak
480,AN11-250,PMKN95B,0.3803,0.6305,AN11-250 vs PMKN95B,Weak
481,AN11-250,RA99705,0.8537,0.1017,AN11-250 vs RA99705,Spurious (trend only)
482,AN11-250,SACFCB02,0.1179,0.57,AN11-250 vs SACFCB02,Weak
483,AN11-250,SFGG805PFL,0.3027,0.4409,AN11-250 vs SFGG805PFL,Weak
484,AN11-250,SFPUG09VMT,0.1282,0.5682,AN11-250 vs SFPUG09VMT,Weak
485,AN11-250,SFPUG111VMT,0.3279,0.5377,AN11-250 vs SFPUG111VMT,Weak
486,AN11-250,SFPUG611VMT,0.7368,0.5602,AN11-250 vs SFPUG611VMT,Weak
487,AN11-250,SPS3960HS,-0.0176,0.016,AN11-250 vs SPS3960HS,Weak
488,AN11-250,SPS700HS,0.27,0.7692,AN11-250 vs SPS700HS,Hidden (only in growth)
489,AN11-250,SRCRC12,-0.3891,0.3084,AN11-250 vs SRCRC12,Weak
490,AN11-250,SRCRCL,-0.2164,0.4479,AN11-250 vs SRCRCL,Weak
491,AN11-250,SRESM60V,0.54,0.4667,AN11-250 vs SRESM60V,Weak
492,AN11-250,SRMAM,-0.181,0.4754,AN11-250 vs SRMAM,Weak
493,AN11-250,SRPEC60X90TY,0.2028,0.5654,AN11-250 vs SRPEC60X90TY,Weak
494,AN11-250,SRPM60X90,0.3876,0.439,AN11-250 vs SRPM60X90,Weak
495,AN11-250,UVS4040,0.9653,0.6615,AN11-250 vs UVS4040,Spurious (trend only)
496,AN11-250,UVSVP400,-0.0944,0.5346,AN11-250 vs UVSVP400,Weak
497,AN11-250,UVSVP401,0.7871,0.4865,AN11-250 vs UVSVP401,Spurious (trend only)
498,AN11-250,XAGRPCFCGIS,0.1201,0.5516,AN11-250 vs XAGRPCFCGIS,Weak
499,AN11-250,XAPERC,0.165,0.3569,AN11-250 vs XAPERC,Weak
500,AN11-250,XAPOKGIS,0.2226,0.5355,AN11-250 vs XAPOKGIS,Weak
501,AN11-250,XESB60R,0.1158,0.4103,AN11-250 vs XESB60R,Weak
502,AN11-250,XGNRON,-0.1825,-0.1307,AN11-250 vs XGNRON,Weak
503,AN11-250,XS3M501,0.036,-0.1622,AN11-250 vs XS3M501,Weak
504,AN11-250,XS3M5N11,0.4616,0.2127,AN11-250 vs XS3M5N11,Weak
505,AN11-250,XS3M6003-TY,0.4809,0.3916,AN11-250 vs XS3M6003-TY,Weak
506,AN11-250,XS3M6004TY,-0.0929,0.6341,AN11-250 vs XS3M6004TY,Weak
507,AN11-250,XS3M7093TY,0.2893,0.2078,AN11-250 vs XS3M7093TY,Weak
508,AN11-250,XS3M7502TY,0.6123,0.5141,AN11-250 vs XS3M7502TY,Weak
509,AN11-250,XSAE82509TY,0.2038,0.4809,AN11-250 vs XSAE82509TY,Weak
510,AN11-250,XSAE82701,0.0521,0.4222,AN11-250 vs XSAE82701,Weak
511,AN11840-10,AN11840-7,0.677,0.9959,AN11840-10 vs AN11840-7,Hidden (only in growth)
512,AN11840-10,AN11840-8,0.6664,0.9957,AN11840-10 vs AN11840-8,Hidden (only in growth)
513,AN11840-10,AN11840-9,0.7318,0.9968,AN11840-10 vs AN11840-9,Hidden (only in growth)
514,AN11840-10,AN16-650T9,0.4969,0.027,AN11840-10 vs AN16-650T9,Weak
515,AN11840-10,AN37-175T10,0.2339,0.0106,AN11840-10 vs AN37-175T10,Weak
516,AN11840-10,AN48-129T10,0.5016,0.2457,AN11840-10 vs AN48-129T10,Weak
517,AN11840-10,AN48-129T7,0.3989,-0.0342,AN11840-10 vs AN48-129T7,Weak
518,AN11840-10,AN48-129T8,0.3821,-0.1157,AN11840-10 vs AN48-129T8,Weak
519,AN11840-10,AN48-129T9,0.4344,-0.0584,AN11840-10 vs AN48-129T9,Weak
520,AN11840-10,CR2310AF,-0.0371,0.3079,AN11840-10 vs CR2310AF,Weak
521,AN11840-10,CRST1130,0.4722,0.2918,AN11840-10 vs CRST1130,Weak
522,AN11840-10,DUNB127SXL,-0.3478,-0.1361,AN11840-10 vs DUNB127SXL,Weak
523,AN11840-10,GIA2005B,-0.2824,0.055,AN11840-10 vs GIA2005B,Weak
524,AN11840-10,JYG37510,-0.3235,0.056,AN11840-10 vs JYG37510,Weak
525,AN11840-10,JYR-1521M,0.3448,0.0026,AN11840-10 vs JYR-1521M,Weak
526,AN11840-10,JYR-2004AM,-0.3725,-0.2104,AN11840-10 vs JYR-2004AM,Weak
527,AN11840-10,JYR-2004AZ,0.275,-0.0039,AN11840-10 vs JYR-2004AZ,Weak
528,AN11840-10,JYR-2004B,-0.2048,-0.1638,AN11840-10 vs JYR-2004B,Weak
529,AN11840-10,JYR-2004N,0.0843,0.3685,AN11840-10 vs JYR-2004N,Weak
530,AN11840-10,JYR-2004R,-0.2098,-0.3348,AN11840-10 vs JYR-2004R,Weak
531,AN11840-10,ME6632L,0.6412,-0.0124,AN11840-10 vs ME6632L,Weak
532,AN11840-10,ME6632M,0.6661,0.0343,AN11840-10 vs ME6632M,Weak
533,AN11840-10,ME6632XL,0.5817,0.0508,AN11840-10 vs ME6632XL,Weak
534,AN11840-10,ME9683L,0.4599,0.0475,AN11840-10 vs ME9683L,Weak
535,AN11840-10,ME9683M,0.4752,0.0674,AN11840-10 vs ME9683M,Weak
536,AN11840-10,ME9683S,0.636,0.2254,AN11840-10 vs ME9683S,Weak
537,AN11840-10,MESX200LH,0.3444,0.0244,AN11840-10 vs MESX200LH,Weak
538,AN11840-10,MESX9378KCTV,0.5259,0.1265,AN11840-10 vs MESX9378KCTV,Weak
539,AN11840-10,MESX9667L,-0.0201,0.095,AN11840-10 vs MESX9667L,Weak
540,AN11840-10,MOM2700,0.2388,0.0868,AN11840-10 vs MOM2700,Weak
541,AN11840-10,MRSR-1060NJTL,0.1239,0.1286,AN11840-10 vs MRSR-1060NJTL,Weak
542,AN11840-10,PIP33-BLK125BPL,0.5205,0.1033,AN11840-10 vs PIP33-BLK125BPL,Weak
543,AN11840-10,PIP33-BLK125BPM,0.5544,-0.0148,AN11840-10 vs PIP33-BLK125BPM,Weak
544,AN11840-10,PIP33-BLK125BPS,0.6216,0.08,AN11840-10 vs PIP33-BLK125BPS,Weak
545,AN11840-10,PIP33-BLK125BPXS,0.5239,0.075,AN11840-10 vs PIP33-BLK125BPXS,Weak
546,AN11840-10,PIP42-874,0.1252,-0.0987,AN11840-10 vs PIP42-874,Weak
547,AN11840-10,PMKN95B,0.3377,0.099,AN11840-10 vs PMKN95B,Weak
548,AN11840-10,RA99705,0.3522,-0.1614,AN11840-10 vs RA99705,Weak
549,AN11840-10,SACFCB02,0.0514,-0.0576,AN11840-10 vs SACFCB02,Weak
550,AN11840-10,SFGG805PFL,0.2186,0.2128,AN11840-10 vs SFGG805PFL,Weak
551,AN11840-10,SFPUG09VMT,0.2169,0.0781,AN11840-10 vs SFPUG09VMT,Weak
552,AN11840-10,SFPUG111VMT,0.349,0.0571,AN11840-10 vs SFPUG111VMT,Weak
553,AN11840-10,SFPUG611VMT,0.6243,0.1567,AN11840-10 vs SFPUG611VMT,Weak
554,AN11840-10,SPS3960HS,-0.0529,0.7968,AN11840-10 vs SPS3960HS,Hidden (only in growth)
555,AN11840-10,SPS700HS,0.0831,0.2222,AN11840-10 vs SPS700HS,Weak
556,AN11840-10,SRESM60V,0.4236,0.1085,AN11840-10 vs SRESM60V,Weak
557,AN11840-10,SRMAM,-0.2203,0.0516,AN11840-10 vs SRMAM,Weak
558,AN11840-10,SRPEC60X90TY,0.0922,0.1396,AN11840-10 vs SRPEC60X90TY,Weak
559,AN11840-10,SRPM60X90,0.3452,0.4522,AN11840-10 vs SRPM60X90,Weak
560,AN11840-10,UVS4040,0.5635,0.1068,AN11840-10 vs UVS4040,Weak
561,AN11840-10,UVSVP400,-0.1707,0.0136,AN11840-10 vs UVSVP400,Weak
562,AN11840-10,UVSVP401,0.6429,0.154,AN11840-10 vs UVSVP401,Weak
563,AN11840-10,XAGRPCFCGIS,0.0528,-0.0609,AN11840-10 vs XAGRPCFCGIS,Weak
564,AN11840-10,XAPERC,-0.0397,0.0927,AN11840-10 vs XAPERC,Weak
565,AN11840-10,XAPOKGIS,0.1295,0.5121,AN11840-10 vs XAPOKGIS,Weak
566,AN11840-10,XESB60R,-0.0283,0.0294,AN11840-10 vs XESB60R,Weak
567,AN11840-10,XGNRON,-0.2375,-0.299,AN11840-10 vs XGNRON,Weak
568,AN11840-10,XS3M501,0.0391,0.0708,AN11840-10 vs XS3M501,Weak
569,AN11840-10,XS3M5N11,0.3191,0.2478,AN11840-10 vs XS3M5N11,Weak
570,AN11840-10,XS3M6003-TY,0.4476,-0.013,AN11840-10 vs XS3M6003-TY,Weak
571,AN11840-10,XS3M6004TY,-0.0429,0.0747,AN11840-10 vs XS3M6004TY,Weak
572,AN11840-10,XS3M7093TY,0.2024,-0.036,AN11840-10 vs XS3M7093TY,Weak
573,AN11840-10,XS3M7502TY,0.4122,0.0995,AN11840-10 vs XS3M7502TY,Weak
574,AN11840-10,XSAE82509TY,0.1126,0.0957,AN11840-10 vs XSAE82509TY,Weak
575,AN11840-10,XSAE82701,-0.0308,0.0074,AN11840-10 vs XSAE82701,Weak
576,AN11840-7,AN11840-8,0.9479,0.9992,AN11840-7 vs AN11840-8,Genuine (strong in both)
577,AN11840-7,AN11840-9,0.9519,0.9981,AN11840-7 vs AN11840-9,Genuine (strong in both)
578,AN11840-7,AN16-650T9,0.5516,0.0146,AN11840-7 vs AN16-650T9,Weak
579,AN11840-7,AN37-175T10,0.1951,-0.0661,AN11840-7 vs AN37-175T10,Weak
580,AN11840-7,AN48-129T10,0.789,0.1508,AN11840-7 vs AN48-129T10,Spurious (trend only)
581,AN11840-7,AN48-129T7,0.6886,-0.0301,AN11840-7 vs AN48-129T7,Weak
582,AN11840-7,AN48-129T8,0.7649,-0.0675,AN11840-7 vs AN48-129T8,Spurious (trend only)
583,AN11840-7,AN48-129T9,0.7886,0.1361,AN11840-7 vs AN48-129T9,Spurious (trend only)
584,AN11840-7,CR2310AF,-0.0639,0.2688,AN11840-7 vs CR2310AF,Weak
585,AN11840-7,CRST1130,0.5589,0.2288,AN11840-7 vs CRST1130,Weak
586,AN11840-7,DUNB127SXL,-0.3186,-0.1474,AN11840-7 vs DUNB127SXL,Weak
587,AN11840-7,GIA2005B,-0.2582,-0.0027,AN11840-7 vs GIA2005B,Weak
588,AN11840-7,JYG37510,-0.3552,-0.0308,AN11840-7 vs JYG37510,Weak
589,AN11840-7,JYR-1521M,0.3724,-0.0869,AN11840-7 vs JYR-1521M,Weak
590,AN11840-7,JYR-2004AM,-0.3664,-0.2187,AN11840-7 vs JYR-2004AM,Weak
591,AN11840-7,JYR-2004AZ,0.1463,-0.1069,AN11840-7 vs JYR-2004AZ,Weak
592,AN11840-7,JYR-2004B,-0.138,-0.1726,AN11840-7 vs JYR-2004B,Weak
593,AN11840-7,JYR-2004N,0.3299,0.2187,AN11840-7 vs JYR-2004N,Weak
594,AN11840-7,JYR-2004R,-0.2361,-0.2729,AN11840-7 vs JYR-2004R,Weak
595,AN11840-7,ME6632L,0.7898,-0.0701,AN11840-7 vs ME6632L,Spurious (trend only)
596,AN11840-7,ME6632M,0.7896,-0.0321,AN11840-7 vs ME6632M,Spurious (trend only)
597,AN11840-7,ME6632XL,0.7886,0.0019,AN11840-7 vs ME6632XL,Spurious (trend only)
598,AN11840-7,ME9683L,0.5849,-0.0119,AN11840-7 vs ME9683L,Weak
599,AN11840-7,ME9683M,0.618,-0.0147,AN11840-7 vs ME9683M,Weak
